pt,model_run,fcst_time,fcst_dt,sfc_air_temperature,sfc_dewpoint,v_wind_10m,u_wind_10m,sfc_pressure,sea_level_pressure,cloud_cover
KHLC,2021-06-06 00:00:00 UTC,2021-06-19 15:00:00 UTC,327.0,23.649999618530273,20.36000061035156,3.740000009536743,-3.6800000667572017,1014.8300170898438,1014.8300170898438,4.699999809265137
KHLC,2021-06-06 00:00:00 UTC,2021-06-08 04:00:00 UTC,52.0,19.979999542236328,17.450000762939453,-1.3300000429153442,1.2000000476837158,1019.8200073242188,1019.8200073242188,0.5
KHLC,2021-06-06 00:00:00 UTC,2021-06-09 01:00:00 UTC,73.0,20.8700008392334,17.549999237060547,-0.029999999329447743,-0.23000000417232516,1018.3200073242188,1018.3300170898438,100.0
KHLC,2021-06-06 00:00:00 UTC,2021-06-10 09:00:00 UTC,105.0,20.709999084472656,17.079999923706055,-0.2800000011920929,-0.9900000095367432,1017.760009765625,1017.760009765625,0.0
KHLC,2021-06-06 00:00:00 UTC,2021-06-10 11:00:00 UTC,107.0,21.170000076293945,16.350000381469727,1.2300000190734863,-2.309999942779541,1017.72998046875,1017.719970703125,0.0
KHLC,2021-06-06 00:00:00 UTC,2021-06-10 16:00:00 UTC,112.0,22.049999237060547,17.649999618530273,3.200000047683716,-4.960000038146973,1015.1799926757812,1015.1799926757812,0.0
KHLC,2021-06-06 00:00:00 UTC,2021-06-12 21:00:00 UTC,165.0,22.11000061035156,18.0,1.0299999713897705,0.44999998807907104,1016.4600219726562,1016.469970703125,6.0
KHLC,2021-06-06 00:00:00 UTC,2021-06-14 18:00:00 UTC,210.0,22.280000686645508,18.90999984741211,-0.3899999856948853,-3.119999885559082,1014.3400268554688,1014.3400268554688,98.8000030517578
KHLC,2021-06-06 00:00:00 UTC,2021-06-06 16:00:00 UTC,16.0,20.15999984741211,15.850000381469727,3.549999952316284,-4.590000152587891,1019.4400024414062,1019.4400024414062,0.0
KHLC,2021-06-06 00:00:00 UTC,2021-06-07 06:00:00 UTC,30.0,19.63999938964844,15.350000381469727,0.009999999776482582,1.9299999475479128,1020.4600219726562,1020.4600219726562,0.0
KHLC,2021-06-06 00:00:00 UTC,2021-06-09 19:00:00 UTC,91.0,22.059999465942386,17.950000762939453,-3.240000009536743,0.14000000059604645,1019.3699951171876,1019.3599853515624,56.5
KHLC,2021-06-06 00:00:00 UTC,2021-06-10 19:00:00 UTC,115.0,22.090000152587887,17.850000381469727,2.369999885559082,-5.309999942779541,1014.6799926757812,1014.6699829101562,5.599999904632568
KHLC,2021-06-06 00:00:00 UTC,2021-06-11 06:00:00 UTC,126.0,20.200000762939453,16.950000762939453,0.07999999821186066,0.7799999713897706,1014.6799926757812,1014.6900024414062,27.79999923706055
KHLC,2021-06-06 00:00:00 UTC,2021-06-17 09:00:00 UTC,273.0,21.739999771118164,17.6200008392334,-1.0499999523162842,-0.5600000023841858,1010.780029296875,1010.780029296875,24.20000076293945
KHLC,2021-06-06 00:00:00 UTC,2021-06-16 12:00:00 UTC,252.0,22.15999984741211,18.190000534057614,-3.650000095367432,-0.6499999761581421,1009.47998046875,1009.47998046875,2.5999999046325684
KHLC,2021-06-06 00:00:00 UTC,2021-06-09 11:00:00 UTC,83.0,21.15999984741211,17.149999618530273,1.5399999618530271,-2.759999990463257,1018.9299926757812,1018.9400024414062,100.0
KHLC,2021-06-06 00:00:00 UTC,2021-06-17 21:00:00 UTC,285.0,22.649999618530273,19.069999694824215,-1.8600000143051147,0.14000000059604645,1012.1599731445312,1012.1500244140624,54.79999923706055
KHLC,2021-06-06 00:00:00 UTC,2021-06-15 18:00:00 UTC,234.0,22.01000022888184,18.75,-3.6099998950958248,-0.9399999976158142,1010.8400268554688,1010.8499755859376,66.69999694824217
KHLC,2021-06-06 00:00:00 UTC,2021-06-08 20:00:00 UTC,68.0,21.149999618530273,17.649999618530273,2.150000095367432,-3.1600000858306885,1019.0900268554688,1019.0900268554688,2.900000095367432
KHLC,2021-06-06 00:00:00 UTC,2021-06-09 13:00:00 UTC,85.0,21.540000915527344,17.360000610351562,1.4700000286102295,-3.5199999809265137,1018.0499877929688,1018.0499877929688,100.0
KHLC,2021-06-06 00:00:00 UTC,2021-06-11 12:00:00 UTC,132.0,21.18000030517578,16.149999618530273,1.0299999713897705,-3.309999942779541,1014.7899780273438,1014.7899780273438,39.20000076293945
KHLC,2021-06-06 00:00:00 UTC,2021-06-13 18:00:00 UTC,186.0,23.309999465942386,17.549999237060547,0.8199999928474426,-1.5199999809265137,1015.8400268554688,1015.8400268554688,0.0
KHLC,2021-06-06 00:00:00 UTC,2021-06-06 03:00:00 UTC,3.0,17.729999542236328,16.049999237060547,-0.9800000190734864,1.3300000429153442,1020.3200073242188,1020.3200073242188,42.099998474121094
KHLC,2021-06-06 00:00:00 UTC,2021-06-08 15:00:00 UTC,63.0,21.25,18.069999694824215,6.050000190734863,-5.349999904632568,1018.0999755859376,1018.0999755859376,0.0
KHLC,2021-06-06 00:00:00 UTC,2021-06-10 10:00:00 UTC,106.0,20.96999931335449,16.75,0.5099999904632568,-2.2699999809265137,1017.7100219726562,1017.7100219726562,0.0
KHLC,2021-06-06 00:00:00 UTC,2021-06-13 09:00:00 UTC,177.0,21.989999771118164,16.340000152587894,-1.0099999904632568,0.7599999904632568,1016.75,1016.75,0.0
KHLC,2021-06-06 00:00:00 UTC,2021-06-18 12:00:00 UTC,300.0,22.0,19.100000381469727,-0.4300000071525574,-3.539999961853028,1014.22998046875,1014.239990234375,21.5
