pt,model_run,fcst_time,fcst_dt,sfc_air_temperature,sfc_dewpoint,v_wind_10m,u_wind_10m,sfc_pressure,sea_level_pressure,cloud_cover
KBOS,2021-06-27 00:00:00 UTC,2021-07-12 03:00:00 UTC,363.0,20.690000534057614,14.550000190734865,-2.369999885559082,0.15000000596046448,1019.030029296875,920.6199951171876,55.9000015258789
KBOS,2021-06-27 00:00:00 UTC,2021-07-12 06:00:00 UTC,366.0,19.1200008392334,15.579999923706055,-0.6399999856948853,-0.059999998658895486,1020.0499877929688,921.52001953125,77.9000015258789
KBOS,2021-06-27 00:00:00 UTC,2021-07-05 15:00:00 UTC,207.0,28.90999984741211,7.570000171661378,1.5800000429153442,2.0299999713897705,1013.9500122070312,917.8200073242189,18.799999237060547
KBOS,2021-06-27 00:00:00 UTC,2021-06-28 14:00:00 UTC,38.0,21.959999084472656,4.269999980926514,3.2300000190734863,2.940000057220459,1013.1500244140624,915.7899780273436,3.0
KBOS,2021-06-27 00:00:00 UTC,2021-06-29 20:00:00 UTC,68.0,19.590000152587887,7.050000190734863,-1.4099999666213987,1.6200000047683716,1015.9299926757812,917.510009765625,0.0
KBOS,2021-06-27 00:00:00 UTC,2021-07-09 00:00:00 UTC,288.0,19.950000762939453,13.449999809265135,-3.0299999713897705,-0.059999998658895486,1016.75,918.3800048828124,90.3000030517578
KBOS,2021-06-27 00:00:00 UTC,2021-07-07 00:00:00 UTC,240.0,18.40999984741211,10.779999732971193,-3.0899999141693115,-0.9499999880790709,1020.25,921.3099975585936,0.0
KBOS,2021-06-27 00:00:00 UTC,2021-07-03 00:00:00 UTC,144.0,21.3799991607666,12.25,0.3499999940395355,-0.3400000035762787,1012.260009765625,914.760009765625,98.4000015258789
KBOS,2021-06-27 00:00:00 UTC,2021-07-03 03:00:00 UTC,147.0,18.11000061035156,14.31999969482422,0.03999999910593033,0.8299999833106994,1013.0800170898438,914.9199829101561,96.3000030517578
KBOS,2021-06-27 00:00:00 UTC,2021-07-04 03:00:00 UTC,171.0,16.030000686645508,8.5,-2.789999961853028,-0.019999999552965164,1015.6799926757812,916.5999755859376,37.70000076293945
KBOS,2021-06-27 00:00:00 UTC,2021-06-28 10:00:00 UTC,34.0,18.940000534057614,10.800000190734863,2.2300000190734863,0.75,1014.4199829101562,916.469970703125,100.0
KBOS,2021-06-27 00:00:00 UTC,2021-07-11 15:00:00 UTC,351.0,31.03000068664551,9.510000228881838,4.2800002098083505,2.0299999713897705,1013.6500244140624,917.969970703125,26.0
KBOS,2021-06-27 00:00:00 UTC,2021-07-12 09:00:00 UTC,369.0,16.440000534057614,15.829999923706055,-1.7899999618530271,-1.0900000333786013,1020.5700073242188,921.6099853515624,100.0
KBOS,2021-06-27 00:00:00 UTC,2021-07-04 21:00:00 UTC,189.0,21.0,11.050000190734863,-3.3199999332427974,0.6899999976158142,1016.469970703125,918.3499755859376,69.90000152587889
